CUST_ID,TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,SCORE_RANGE
C17715,12,3,2,0,2,0,3,3,3,10,9,0,9,0,0,2,0,6
C17716,12,5,5,3,4,0,5,5,3,10,10,5,10,0,0,8,0,6
C17717,11,1,3,3,1,0,5,3,1,10,10,9,8,0,9,7,0,8
C17718,12,1,1,0,1,0,4,1,1,7,5,0,5,0,5,1,0,7
C17719,12,1,3,3,3,0,3,3,1,7,6,2,6,0,4,5,0,8
C17720,12,2,1,0,1,1,3,3,1,10,8,0,7,1,1,5,1,5
C17721,12,2,1,1,1,0,4,1,1,10,4,1,3,0,0,1,0,5
C17722,12,2,1,1,0,0,3,2,1,10,1,1,0,0,0,1,0,4
C17723,12,1,0,0,0,3,3,3,1,6,0,0,0,1,2,0,1,5
C17724,12,3,4,4,2,0,5,3,2,10,10,8,6,0,0,6,0,6
C17726,12,1,2,1,1,1,2,1,1,10,10,4,10,1,0,5,1,5
C17727,12,1,3,3,1,0,3,3,1,10,7,5,4,0,0,3,0,7
C17728,12,1,1,0,1,0,2,1,1,3,3,0,2,0,10,1,0,6
C17729,12,3,0,0,0,1,3,3,1,10,0,0,0,1,1,0,1,5
C17730,12,1,3,2,2,0,3,2,1,10,9,3,7,0,3,4,0,7
C17731,12,1,3,2,3,0,5,3,1,10,10,4,10,0,7,6,0,7
C17732,12,3,0,0,0,2,4,2,2,10,0,0,0,3,0,0,1,5
C17733,12,1,1,0,1,1,4,1,1,3,9,0,9,1,0,2,1,7
C17734,12,2,1,0,1,0,2,2,1,10,10,0,10,0,0,3,0,6
C17735,12,2,0,0,0,3,3,2,1,10,0,0,0,2,0,0,1,7
C17736,12,1,2,0,2,0,4,2,1,7,5,0,5,0,5,3,0,6
C17737,12,1,2,2,0,0,2,2,1,10,5,5,0,0,0,2,0,3
C17738,10,3,0,0,0,3,3,3,4,10,0,0,0,4,0,0,3,6
C17739,12,3,3,3,0,1,3,2,1,10,7,7,0,2,0,2,1,5
C17740,12,2,3,3,1,0,3,3,1,10,7,5,4,0,1,5,0,6
C17741,12,1,0,0,0,1,2,1,1,2,0,0,0,1,1,0,1,4
C17742,12,3,0,0,0,4,3,2,3,10,0,0,0,8,0,0,3,4
C17743,12,3,1,1,0,3,4,2,1,10,1,1,0,1,0,1,1,5
C17744,12,1,1,1,0,0,2,1,1,7,1,1,0,0,0,1,0,4
C17745,10,3,0,0,0,1,3,2,1,10,0,0,0,2,0,0,1,6
C17746,12,3,1,0,1,0,2,1,2,10,2,0,2,0,0,1,0,7
C17747,12,2,1,1,0,0,3,1,1,10,1,1,0,0,0,1,0,5
C17748,12,3,1,1,1,0,3,2,1,10,10,1,10,0,0,3,0,4
C17749,12,2,1,1,0,0,3,1,1,10,3,3,0,0,0,1,0,7
C17750,12,3,0,0,0,1,3,2,2,10,0,0,0,4,0,0,1,5
C17751,8,1,1,0,1,0,3,1,1,9,9,0,8,0,10,2,0,7
C17752,8,1,0,0,0,1,1,0,0,3,0,0,0,3,0,0,2,5
C17753,12,4,1,0,1,2,4,4,2,10,6,0,6,1,0,2,1,6
C17754,12,3,0,0,0,5,5,2,2,10,0,0,0,3,0,0,1,7
C17755,12,2,3,0,3,3,2,3,1,10,10,0,10,6,3,3,3,4
C17756,12,1,0,0,0,2,2,2,1,2,0,0,0,1,0,0,1,6
C17757,12,3,6,6,2,0,5,6,2,10,10,10,5,0,4,8,0,7
C17758,12,1,1,0,1,0,3,2,1,7,10,0,10,0,0,5,0,4
C17759,12,3,1,0,1,3,3,2,2,10,3,0,2,5,0,1,2,6
C17760,12,1,1,0,1,0,3,1,1,10,10,0,10,0,2,4,0,6
C17761,12,1,1,1,0,0,2,1,1,6,1,1,0,0,0,1,0,7
C17762,12,3,1,1,1,1,3,2,3,10,4,3,1,1,0,2,1,4
C17763,10,1,1,0,1,0,3,1,1,5,4,0,2,0,0,1,0,5
C17764,6,3,0,0,0,4,4,5,2,7,0,0,0,2,0,0,1,7
C17765,12,3,2,1,1,2,3,2,2,10,10,4,8,5,0,4,3,7
C17767,11,1,0,0,0,1,1,1,1,10,0,0,0,2,0,0,1,6
C17768,12,2,2,0,2,3,3,3,1,10,10,0,10,2,0,3,1,5
C17769,12,1,1,0,1,0,2,1,1,6,10,0,10,0,2,3,0,6
C17770,12,3,3,3,1,2,3,3,2,10,10,8,10,8,0,7,2,7
C17771,12,3,1,1,0,0,3,1,2,10,5,5,0,0,0,2,0,6
C17772,12,3,3,0,3,2,4,3,3,10,10,0,10,2,0,4,1,6
C17773,12,3,3,1,3,0,4,2,2,10,10,1,10,0,0,8,0,5
C17774,12,3,3,3,1,1,3,3,2,10,8,7,4,2,1,5,1,5
C17776,12,1,1,0,1,0,3,1,1,10,10,0,10,0,0,4,0,7
C17777,12,3,3,0,3,0,4,3,1,10,10,0,9,0,0,4,0,5
C17778,12,1,1,1,0,2,3,2,1,10,2,2,0,2,0,1,1,6
C17779,12,1,1,1,0,0,4,1,1,3,1,1,0,0,0,1,0,6
C17780,12,1,1,0,1,0,3,1,1,1,2,0,2,0,0,1,0,6
C17781,12,1,1,0,1,0,3,1,1,10,10,0,10,0,10,3,0,4
C17782,12,2,2,2,0,0,3,3,1,10,7,7,0,0,0,3,0,5
C17783,12,1,1,0,1,0,3,1,1,10,10,0,10,0,2,3,0,7
C17784,12,3,1,1,0,4,4,4,1,10,5,5,0,2,1,2,2,5
C17785,12,3,2,0,2,0,3,3,3,10,10,0,10,0,1,3,0,8
C17786,12,1,2,1,1,0,4,2,1,10,10,10,5,0,3,6,0,6
C17787,12,1,1,1,0,0,2,1,1,10,9,9,0,0,0,5,0,8
C17788,7,3,0,0,0,3,5,4,1,10,0,0,0,2,3,0,1,4
C17789,12,4,0,0,0,3,4,2,3,10,0,0,0,4,0,0,2,7
C17790,12,3,0,0,0,3,3,3,1,10,0,0,0,3,1,0,1,6
C17791,12,3,0,0,0,2,3,2,2,10,0,0,0,1,0,0,1,8
C17792,12,1,3,3,1,0,2,2,1,10,10,6,10,0,1,7,0,5
C17793,12,1,4,3,3,0,3,4,1,9,10,5,10,0,7,6,0,7
C17794,12,2,1,1,0,0,3,1,1,10,1,1,0,0,0,1,0,7
C17795,12,3,1,0,1,3,3,3,3,10,10,0,10,7,0,6,3,5
C17796,6,1,3,0,3,0,2,3,1,10,10,0,9,0,10,2,0,5
C17797,11,3,0,0,0,4,4,1,1,4,0,0,0,2,0,0,1,7
C17798,8,1,0,0,0,1,2,1,1,10,0,0,0,3,0,0,1,8
C17799,12,2,0,0,0,2,3,1,1,10,0,0,0,4,0,0,1,4
C17800,12,1,1,0,1,0,2,1,1,10,10,0,10,0,4,3,0,5
C17801,12,1,1,0,1,0,4,1,1,10,10,0,10,0,8,5,0,7
C17802,12,5,3,2,1,3,5,3,3,10,7,1,6,3,0,2,2,5
C17803,12,3,1,0,1,2,4,3,1,10,10,0,10,2,0,5,1,8
C17804,12,3,3,3,0,1,5,2,2,10,6,6,0,2,0,6,1,7
C17805,7,2,0,0,0,3,3,2,1,8,0,0,0,5,0,0,1,6
C17806,11,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,7
C17807,12,3,0,0,0,3,3,2,3,10,0,0,0,4,0,0,3,7
C17808,12,1,2,0,2,0,3,2,1,10,10,0,10,0,10,6,0,5
C17809,12,3,0,0,0,1,3,2,1,10,0,0,0,4,0,0,1,5
C17810,10,1,1,0,1,0,3,1,1,9,9,0,8,0,8,4,0,5
C17811,12,1,1,0,1,0,3,1,1,2,2,0,2,0,5,1,0,6
C17812,12,1,2,0,2,0,3,2,1,10,10,0,10,0,0,3,0,5
C17813,12,1,2,0,2,0,4,4,1,2,2,0,2,0,10,1,0,5
C17814,12,3,1,1,0,1,3,2,3,10,1,1,0,1,0,1,1,8
C17815,12,1,3,2,3,0,2,3,1,10,10,2,9,0,10,5,0,6
C17816,12,3,2,0,2,0,2,2,3,10,10,0,10,0,0,6,0,6
C17817,11,3,3,2,3,2,3,2,2,10,9,5,6,5,0,5,4,6
C17818,12,2,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C17819,12,1,3,0,3,0,4,3,1,10,9,0,9,0,10,4,0,6
C17820,12,1,3,3,0,0,4,3,1,10,3,3,0,0,2,2,0,4
C17821,12,3,3,1,3,3,4,2,2,10,10,3,9,4,0,4,2,6
C17822,12,1,3,2,2,0,3,2,1,10,5,1,4,0,0,2,0,6
C17823,12,1,1,1,1,2,2,2,1,10,4,2,1,5,1,1,2,5
C17824,11,1,0,0,0,5,5,0,0,2,0,0,0,2,0,0,2,4
C17825,6,1,3,0,3,0,2,2,1,10,10,0,9,0,5,2,0,6
C17826,12,4,1,1,1,4,4,3,2,10,7,3,5,5,0,2,3,7
C17827,9,5,0,0,0,5,5,3,3,8,0,0,0,6,0,0,2,4
C17828,12,2,0,0,0,1,2,1,1,10,0,0,0,3,0,0,1,6
C17829,12,1,0,0,0,2,2,2,1,10,0,0,0,4,0,0,2,4
C17830,12,2,0,0,0,3,3,1,1,10,0,0,0,4,0,0,1,6
C17831,12,1,1,0,1,0,4,2,1,5,6,0,5,0,5,2,0,5
C17832,12,1,0,0,0,2,2,3,1,10,0,0,0,3,1,0,1,5
C17833,12,2,2,1,1,1,2,3,2,10,9,1,9,2,0,3,1,7
C17834,12,1,1,0,1,0,4,1,1,10,10,0,10,0,5,3,0,6
C17835,12,1,4,3,2,0,3,4,1,10,10,10,5,0,6,7,0,8
C17836,12,1,1,0,1,0,4,1,1,10,10,0,10,0,10,3,0,5
C17837,12,4,0,0,0,3,4,3,2,10,0,0,0,1,0,0,1,6
C17838,12,1,2,0,2,0,3,1,1,10,10,0,10,0,10,6,0,6
C17839,12,2,0,0,0,1,3,3,1,10,0,0,0,1,1,0,1,4
C17840,12,3,3,3,0,3,3,2,3,10,1,1,0,4,0,1,2,8
C17841,12,3,0,0,0,3,3,1,1,10,0,0,0,2,0,0,1,6
C17842,12,1,1,0,1,0,3,1,1,7,6,0,5,0,5,2,0,5
C17843,12,3,0,0,0,1,3,2,4,10,0,0,0,1,0,0,1,4
C17844,12,1,3,0,3,0,3,3,1,9,8,0,8,0,6,2,0,7
C17845,12,1,1,0,1,0,4,1,1,1,1,0,1,0,5,1,0,5
C17846,12,1,1,1,0,0,1,1,1,10,5,5,0,0,0,2,0,7
C17847,12,1,1,0,1,0,3,2,1,3,2,0,2,0,0,1,0,6
C17848,12,3,0,0,0,2,3,2,2,10,0,0,0,1,0,0,1,7
C17849,12,1,1,1,0,0,3,0,0,1,1,1,0,0,0,1,0,5
C17850,12,1,2,0,2,0,3,2,1,10,10,0,10,0,2,6,0,5
C17851,11,5,0,0,0,6,5,6,3,10,0,0,0,10,3,0,7,5
C17852,12,1,1,0,1,0,4,1,1,10,10,0,10,0,0,5,0,5
C17853,12,1,1,0,1,0,4,1,1,6,5,0,5,0,10,2,0,5
C17854,12,2,0,0,0,2,2,1,1,10,0,0,0,3,0,0,4,6
C17855,12,4,0,0,0,5,4,5,2,10,0,0,0,5,1,0,2,5
C17856,10,3,1,1,0,3,3,2,2,10,7,7,0,4,0,2,2,6
C17857,12,1,3,0,3,0,1,3,3,10,10,0,10,0,1,3,0,6
C17858,12,1,1,1,1,0,4,1,1,7,4,1,3,0,0,2,0,6
C17859,12,1,1,0,1,0,3,1,1,9,8,0,7,0,8,4,0,7
C17860,12,3,3,3,1,3,4,2,2,10,10,7,8,4,0,6,2,4
C17861,12,1,3,3,1,0,4,3,1,10,10,10,5,0,10,7,0,5
C17862,12,3,1,0,1,2,3,3,2,10,1,0,1,5,0,1,3,5
C17863,12,2,2,1,2,2,2,3,2,10,10,1,10,3,1,3,2,8
C17864,8,1,1,0,1,0,3,1,1,3,3,0,3,0,0,1,0,5
C17865,12,1,3,2,2,0,3,3,1,6,10,3,10,0,0,6,0,5
C17866,12,1,2,0,2,0,4,2,1,10,10,0,10,0,5,3,0,4
C17867,12,2,4,4,0,0,4,3,1,10,10,10,0,0,0,8,0,7
C17868,12,1,2,0,2,0,3,2,1,9,9,0,8,0,4,2,0,6
C17869,12,1,1,0,1,0,4,1,1,10,3,0,3,0,0,1,0,5
C17870,12,1,1,1,0,0,3,1,0,1,1,1,0,0,0,1,0,6
C17871,12,1,2,0,2,0,3,1,1,10,8,0,7,0,0,5,0,4
C17872,12,3,1,0,1,1,3,2,3,10,5,0,5,3,0,2,1,6
C17873,7,3,0,0,0,3,4,1,1,10,0,0,0,3,0,0,1,3
C17874,12,4,0,0,0,5,5,5,2,10,0,0,0,2,2,0,1,6
C17875,11,1,1,1,0,1,5,1,1,5,1,1,0,1,0,1,1,6
C17876,8,3,1,1,1,0,3,1,1,10,10,8,7,0,0,4,0,5
C17877,12,3,1,1,0,1,3,1,1,10,8,8,0,5,0,3,2,7
C17878,12,3,2,0,2,5,4,3,3,8,3,0,3,5,0,5,6,6
C17879,12,0,1,0,1,0,4,1,1,0,2,0,2,0,1,1,0,5
C17880,12,3,0,0,0,2,3,1,1,10,0,0,0,3,0,0,1,5
C17881,12,1,0,0,0,3,3,3,1,10,0,0,0,2,1,0,1,6
C17882,12,3,3,1,3,3,3,3,2,10,9,2,8,4,0,5,2,7
C17883,12,3,1,1,0,3,3,3,1,10,4,4,0,3,0,1,3,7
C17884,12,1,2,0,2,0,3,2,1,2,10,0,10,0,0,4,0,8
C17885,12,3,1,1,0,0,4,1,2,10,2,2,0,0,0,2,0,5
C17886,12,1,4,3,3,0,3,4,1,9,8,7,6,0,10,7,0,6
C17887,6,3,0,0,0,3,3,2,1,9,0,0,0,7,0,0,2,7
C17888,12,3,1,1,0,2,3,2,3,10,1,1,0,2,0,1,1,7
C17889,12,3,0,0,0,3,3,1,2,10,0,0,0,4,0,0,3,6
C17890,12,5,0,0,0,2,5,4,3,10,0,0,0,1,0,0,1,6
C17891,12,4,0,0,0,4,5,3,2,10,0,0,0,5,0,0,3,6
C17892,12,3,0,0,0,3,3,2,2,10,0,0,0,1,0,0,1,6
C17893,12,1,1,0,1,0,4,1,1,10,10,0,10,0,10,3,0,6
C17894,12,4,3,3,0,6,5,6,3,10,3,3,0,8,0,1,3,6
C17895,12,1,3,1,3,0,3,3,1,10,10,2,10,0,1,4,0,5
C17896,12,1,1,0,1,0,3,1,1,10,6,0,5,0,0,2,0,7
C17897,9,1,1,0,1,0,3,1,1,9,9,0,7,0,4,2,0,6
C17898,12,2,4,2,3,0,4,3,1,10,10,3,9,0,3,5,0,7
C17899,12,3,2,1,1,3,3,2,2,10,8,4,5,2,0,5,1,4
C17900,12,1,3,3,0,0,3,4,1,5,5,5,0,0,10,2,0,6
C17901,12,2,1,1,0,2,3,1,1,10,1,1,0,1,0,1,1,5
C17902,11,1,1,1,0,1,1,1,1,10,1,1,0,5,0,1,1,6
C17903,12,1,1,0,1,0,3,1,1,9,10,0,10,0,3,3,0,5
C17904,12,1,3,3,0,0,2,3,1,6,4,4,0,0,10,4,0,7
C17905,12,1,0,0,0,2,2,2,1,10,0,0,0,5,0,0,4,7
C17906,12,1,1,1,1,0,4,2,1,10,10,10,5,0,0,4,0,7
C17907,12,1,1,0,1,0,2,1,1,6,4,0,3,0,5,1,0,5
C17908,12,1,1,1,1,0,3,1,1,7,6,1,5,0,0,2,0,7
C17909,12,2,1,1,0,0,3,3,1,10,1,1,0,0,0,1,0,9
C17910,12,1,1,0,1,0,3,1,1,10,10,0,10,0,0,5,0,5
C17911,8,2,1,1,0,3,3,3,2,10,5,5,0,7,0,1,5,8
C17912,12,4,4,4,3,0,5,3,2,10,10,3,10,0,0,5,0,5
C17913,12,3,2,0,2,0,2,1,5,10,10,0,10,0,0,4,0,6
C17914,12,1,1,1,0,0,3,1,1,8,1,1,0,0,0,1,0,8
C17915,12,3,0,0,0,3,3,1,1,10,0,0,0,2,0,0,2,7
C17916,12,3,0,0,0,4,3,3,2,10,0,0,0,4,0,0,2,6
C17917,12,1,3,3,1,0,4,3,1,10,8,6,3,0,3,5,0,5
C17919,12,2,1,1,0,1,2,2,1,10,2,2,0,6,0,1,2,4
C17920,7,1,1,0,1,0,3,1,1,3,10,0,9,0,0,2,0,7
C17921,12,1,0,0,0,2,2,3,1,10,0,0,0,2,0,0,1,7
C17922,12,1,3,0,3,0,4,3,1,10,9,0,9,0,8,2,0,6
C17923,12,1,1,0,1,0,3,1,1,3,3,0,3,0,10,1,0,7
C17924,12,3,1,1,0,0,3,2,2,10,1,1,0,0,0,1,0,5
C17925,12,3,1,0,1,0,3,2,4,10,10,0,10,0,0,3,0,7
C17926,12,2,0,0,0,3,3,3,1,10,0,0,0,2,0,0,1,6
C17927,12,1,3,2,1,0,4,3,1,10,8,5,4,0,1,4,0,4
C17928,12,1,3,1,2,1,3,3,1,10,9,3,8,1,3,5,1,5
C17929,6,1,1,1,1,2,3,1,1,9,9,2,7,2,3,3,1,5
C17930,9,1,0,0,0,3,3,3,1,9,0,0,0,9,5,0,7,4
C17931,12,3,0,0,0,3,3,1,1,10,0,0,0,3,0,0,2,4
C17933,11,2,1,0,1,0,2,1,3,10,7,0,7,0,0,2,0,6
C17934,10,2,0,0,0,3,3,3,1,9,0,0,0,1,2,0,1,7
C17935,12,1,2,0,2,0,2,3,1,8,7,0,6,0,9,2,0,5
C17937,6,2,0,0,0,3,3,3,1,10,0,0,0,4,5,0,1,5
C17938,11,3,3,3,0,0,3,3,2,10,4,4,0,0,0,8,0,3
C17939,12,1,3,2,2,0,3,3,1,10,10,2,9,0,10,5,0,6
C17940,12,1,0,0,0,2,4,2,1,10,0,0,0,1,0,0,1,6
C17941,12,3,1,1,1,3,3,3,2,10,5,2,4,5,0,2,5,4
C17942,12,1,1,0,1,0,4,1,1,6,8,0,7,0,3,2,0,4
C17943,10,1,1,1,0,2,3,3,1,10,1,1,0,5,1,1,1,6
C17944,12,1,1,0,1,0,2,1,1,10,10,0,10,0,7,3,0,7
C17945,12,3,3,0,3,1,3,3,3,10,10,0,10,2,0,6,1,5
C17946,12,3,0,0,0,1,3,1,2,10,0,0,0,2,0,0,1,7
C17947,11,1,1,0,1,0,4,2,1,10,3,0,2,0,3,1,0,5
C17948,12,2,2,1,1,0,3,3,1,10,10,6,10,0,0,6,0,6
C17950,12,1,1,1,0,0,1,1,1,3,1,1,0,0,0,1,0,5
C17951,12,1,1,1,0,1,1,2,1,10,1,1,0,3,0,1,1,4
C17952,12,1,3,2,2,0,3,3,1,10,10,10,10,0,10,6,0,5
C17953,12,3,1,1,1,2,3,1,1,10,4,1,2,4,0,2,2,5
C17954,12,1,4,0,4,1,4,4,4,10,10,0,10,1,3,3,1,8
C17955,10,1,1,0,1,0,3,1,0,1,2,0,2,0,0,1,0,8
C17956,12,3,0,0,0,3,5,2,2,10,0,0,0,2,0,0,3,9
C17957,12,1,1,0,1,0,2,2,1,6,3,0,3,0,0,1,0,7
C17958,12,3,1,1,1,3,3,2,2,10,5,4,2,2,0,2,2,6
C17959,12,1,1,0,1,0,3,1,1,10,4,0,4,0,0,1,0,4
C17960,12,1,0,0,0,1,1,1,1,10,0,0,0,1,0,0,1,8
C17962,8,4,3,1,2,4,4,3,2,10,10,2,9,5,0,4,2,3
C17963,11,1,2,2,0,0,5,2,1,7,7,7,0,0,8,3,0,8
C17964,7,3,1,0,1,3,3,1,1,9,6,0,5,2,0,2,1,5
C17965,12,1,1,0,1,0,3,1,1,10,3,0,3,0,0,1,0,7
C17966,12,2,0,0,0,1,3,1,1,10,0,0,0,2,0,0,1,5
C17967,12,3,0,0,0,3,3,2,1,10,0,0,0,2,0,0,1,7
C17968,12,1,1,0,1,0,3,1,1,4,4,0,3,0,0,1,0,7
C17969,12,1,2,0,2,0,3,3,1,10,10,0,10,0,7,5,0,4
C17970,12,3,5,4,2,1,3,4,2,10,10,10,7,1,0,7,1,5
C17971,12,2,2,1,1,0,4,1,1,10,4,1,3,0,0,1,0,4
C17972,12,3,4,3,3,0,5,5,2,10,10,10,9,0,0,7,0,4
C17973,12,1,1,0,1,0,3,1,1,10,10,0,10,0,10,3,0,5
C17974,12,2,1,0,1,0,2,0,0,10,1,0,1,0,0,1,0,6
C17975,12,6,1,1,0,5,6,3,3,10,1,1,0,3,0,1,1,4
C17976,12,1,1,1,1,0,3,2,1,10,7,5,6,0,1,3,0,6
C17977,12,1,2,0,2,0,2,2,1,10,10,0,10,0,0,3,0,6
C17978,12,3,0,0,0,3,4,2,1,10,0,0,0,3,0,0,2,6
C17979,12,1,3,3,1,0,3,2,1,10,8,2,6,0,0,4,0,5
C17980,12,1,1,1,0,0,2,3,1,2,1,1,0,0,0,1,0,5
C17981,12,1,2,0,2,0,3,2,1,5,10,0,10,0,2,6,0,6
C17982,12,4,3,1,3,3,4,3,4,10,7,2,6,5,0,7,4,8
C17983,6,3,0,0,0,3,3,1,1,9,0,0,0,2,0,0,2,8
C17984,12,3,0,0,0,2,3,3,1,10,0,0,0,2,0,0,2,4
C17985,8,3,0,0,0,3,3,1,1,9,0,0,0,3,0,0,1,4
C17986,12,2,1,0,1,2,2,3,3,10,4,0,4,4,0,1,2,7
C17988,12,3,0,0,0,2,3,1,1,10,0,0,0,2,0,0,1,4
C17989,12,1,1,0,1,0,4,1,1,4,4,0,4,0,4,1,0,5
C17990,12,0,1,0,1,0,3,1,0,0,10,0,10,0,0,3,0,4
C17991,12,3,0,0,0,1,3,1,2,10,0,0,0,2,0,0,1,5
C17992,12,1,1,0,1,0,4,1,1,10,10,0,9,0,4,4,0,4
C17993,12,1,1,0,1,0,3,1,1,3,3,0,3,0,10,1,0,4
C17994,12,2,1,1,0,3,3,3,1,10,1,1,0,5,0,1,2,7
C17995,12,3,0,0,0,1,2,2,2,10,0,0,0,3,0,0,2,7
C17996,12,1,2,0,2,0,3,2,1,10,10,0,10,0,1,6,0,5
C17997,12,4,1,1,0,6,5,5,3,10,4,4,0,5,1,2,3,5
C17998,12,3,3,3,3,0,3,3,2,10,10,5,10,0,0,7,0,3
C17999,12,0,1,0,1,0,4,2,0,0,8,0,8,0,0,4,0,6
C18000,12,1,1,0,1,0,3,1,1,7,4,0,4,0,0,1,0,8
C18001,12,1,3,3,0,0,3,3,1,2,2,2,0,0,0,2,0,7
C18002,12,1,1,0,1,0,2,1,1,9,4,0,4,0,0,1,0,5
C18003,12,1,2,1,1,1,3,1,1,10,4,3,3,5,0,3,2,5
C18004,12,3,2,1,1,0,3,2,4,10,10,3,10,0,0,5,0,4
C18005,12,1,2,0,2,0,3,2,1,10,9,0,8,0,4,2,0,6
C18006,12,1,4,4,3,0,3,4,1,10,10,10,10,0,9,7,0,4
C18007,12,3,3,1,2,3,3,3,2,10,10,1,10,5,0,4,2,7
C18008,12,1,2,0,2,0,2,2,1,10,9,0,8,0,9,3,0,6
C18009,12,1,3,0,3,0,2,3,1,10,9,0,9,0,8,2,0,6
C18010,12,2,0,0,0,2,3,2,1,10,0,0,0,2,0,0,1,5
C18011,12,1,1,0,1,0,3,1,1,10,4,0,4,0,0,1,0,6
C18012,12,1,1,0,1,0,3,1,0,10,10,0,10,0,0,3,0,8
C18013,12,1,2,0,2,1,3,2,1,10,9,0,8,1,5,3,1,7
C18014,12,2,2,2,1,0,3,2,1,10,4,2,2,0,0,1,0,6
C18015,9,2,3,3,0,0,3,1,1,7,3,3,0,0,0,1,0,6
C18016,12,1,3,0,3,0,4,3,1,9,9,0,9,0,0,2,0,6
C18017,12,3,0,0,0,2,3,1,1,10,0,0,0,4,0,0,3,9
C18018,8,1,1,0,1,0,3,1,1,9,9,0,8,0,0,2,0,7
C18019,12,3,2,2,1,3,3,4,1,10,6,2,5,4,1,4,1,7
C18020,12,3,2,2,0,4,5,1,2,10,2,2,0,5,0,1,2,6
C18021,7,1,3,2,3,1,2,3,1,9,9,8,8,3,4,5,1,7
C18022,12,1,1,1,0,0,3,2,1,7,4,4,0,0,7,1,0,5
C18023,12,3,1,1,1,3,4,2,3,10,5,2,3,4,0,2,1,9
C18024,12,3,1,1,0,2,5,4,2,10,1,1,0,1,0,1,1,5
C18025,12,3,3,2,2,0,5,2,1,10,10,5,8,0,0,6,0,7
C18026,12,2,0,0,0,3,5,5,2,5,0,0,0,3,2,0,1,4
C18027,11,1,1,1,0,0,5,2,1,10,3,3,0,0,2,1,0,5
C18028,12,2,5,2,4,0,5,4,1,10,10,10,10,0,10,7,0,5
C18029,12,3,1,0,1,0,2,2,2,10,10,0,10,0,0,3,0,5
C18031,12,2,3,3,2,0,2,3,1,10,10,10,7,0,1,6,0,7
C18032,12,1,4,4,1,0,4,4,1,10,10,10,1,0,10,6,0,5
C18033,12,1,3,2,2,0,3,3,1,10,10,5,5,0,10,4,0,7
C18034,12,3,1,1,0,1,3,3,1,10,1,1,0,1,1,1,1,6
C18035,12,3,3,3,2,0,3,1,1,10,10,5,7,0,0,5,0,5
C18036,12,1,1,0,1,0,3,1,1,5,5,0,5,0,4,1,0,6
C18037,12,1,2,2,0,1,1,2,1,10,5,5,0,2,0,3,1,6
C18038,12,1,3,0,3,0,3,3,1,10,9,0,9,0,10,2,0,5
C18039,12,3,1,1,0,3,3,3,1,10,5,5,0,5,1,2,3,7
C18040,12,1,4,0,4,0,4,4,4,10,10,0,10,0,4,3,0,6
C18041,12,2,0,0,0,2,2,1,1,10,0,0,0,4,0,0,1,6
C18042,12,1,3,0,3,0,3,3,1,10,10,0,10,0,10,3,0,5
C18043,9,3,0,0,0,3,3,2,1,8,0,0,0,6,0,0,4,7
C18044,12,0,1,0,1,0,2,0,0,0,10,0,10,0,0,3,0,6
C18045,12,1,3,0,3,0,3,3,1,10,10,0,10,0,10,3,0,6
C18046,12,1,3,3,0,0,3,2,1,4,2,2,0,0,0,1,0,6
C18047,12,0,3,0,3,0,3,3,1,0,10,0,10,0,0,3,0,4
C18048,12,2,1,0,1,0,2,1,1,10,3,0,3,0,0,1,0,5
C18049,12,1,0,0,0,2,1,2,1,10,0,0,0,6,0,0,3,6
C18050,12,3,2,0,2,3,3,1,6,10,10,0,10,1,0,5,1,5
C18051,12,3,3,3,1,3,4,3,3,10,7,5,5,5,0,4,5,3
C18052,12,3,1,1,0,3,4,2,2,10,1,1,0,5,0,1,2,4
C18053,12,3,3,2,1,3,5,2,3,10,7,4,4,4,0,4,2,7
C18054,12,2,3,2,1,3,4,3,1,10,7,5,3,5,0,2,3,7
C18055,12,2,1,1,1,1,3,3,2,10,4,1,3,2,0,2,1,5
C18056,12,2,4,1,4,0,4,4,4,10,10,2,10,0,1,4,0,6
C18057,12,1,1,0,1,0,4,2,1,4,5,0,5,0,10,1,0,7
C18058,12,2,2,0,2,3,3,2,2,7,6,0,5,1,0,3,1,6
C18059,12,1,1,0,1,0,3,2,1,4,4,0,4,0,1,1,0,7
C18060,12,3,4,3,3,0,5,3,1,10,10,6,10,0,0,8,0,6
C18061,12,1,1,0,1,0,3,2,1,10,2,0,2,0,0,1,0,4
C18062,12,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,5
C18063,12,1,2,0,2,0,3,2,1,10,10,0,9,0,10,3,0,5
C18064,12,3,1,1,0,0,3,1,1,10,1,1,0,0,0,1,0,6
C18065,12,3,3,3,3,2,3,4,2,10,10,6,9,2,1,6,1,6
