CUST_ID,age,workclass,education,educational-num,marital-status,occupation,gender,hours-per-week,native-country,income,city
C17749,33,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,40,India,266000,Vizag
C17750,22,Private,Some-college,10,Never-married,Prof-specialty,Male,40,India,295000,Ahmedabad
C17751,80,Private,HS-grad,9,Widowed,Other-service,Male,15,India,119000,Delhi
C17752,41,Private,HS-grad,9,Married-civ-spouse,Sales,Female,20,India,94000,Vizag
C17753,27,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Male,40,India,448000,Patna
C17754,45,Private,Bachelors,13,Married-civ-spouse,Tech-support,Male,40,India,279000,Pune
C17755,52,Private,Bachelors,13,Married-civ-spouse,Sales,Male,48,India,143000,Patna
C17756,48,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,40,Philippines,449000,Raipur
C17757,17,Private,10th,6,Never-married,Adm-clerical,Female,4,India,144000,Mumbai
C17758,60,Private,12th,8,Divorced,Farming-fishing,Male,40,India,315000,Bengaluru
C17759,76,Private,HS-grad,9,Widowed,Protective-serv,Female,18,India,346000,Ahmedabad
C17760,22,Private,Some-college,10,Never-married,Other-service,Female,30,India,77000,Delhi
C17761,34,Private,HS-grad,9,Never-married,Craft-repair,Male,45,India,367000,Ranchi
C17762,49,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,70,India,266000,Lucknow
C17763,39,Private,7th-8th,4,Separated,Other-service,Male,40,El-Salvador,103000,Lucknow
C17764,40,Private,HS-grad,9,Never-married,Craft-repair,Female,40,India,200000,Ranchi
C17765,38,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Female,40,India,434000,Kolkata
C17767,52,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,40,India,273000,Pune
C17768,28,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Female,40,Mexico,114000,Mumbai
C17769,26,Self-emp-inc,Some-college,10,Never-married,Sales,Male,40,India,215000,Mumbai
C17770,63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Male,40,India,418000,Raipur
C17771,41,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,20,Canada,120000,Kolkata
C17772,41,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,50,India,155000,Raipur
C17773,59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Male,80,India,385000,Lucknow
C17774,31,Private,Assoc-acdm,12,Divorced,Prof-specialty,Female,40,India,205000,Mumbai
C17776,34,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Male,50,India,272000,Lucknow
C17777,40,Private,9th,5,Divorced,Craft-repair,Male,40,India,145000,Patna
C17778,29,Private,Bachelors,13,Never-married,Tech-support,Female,40,India,117000,Raipur
C17779,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,75000,Patna
C17780,35,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,40,Canada,390000,Delhi
C17781,55,Private,HS-grad,9,Widowed,Other-service,Female,35,India,154000,Ranchi
C17782,77,Private,Doctorate,16,Widowed,Exec-managerial,Male,40,India,264000,Ahmedabad
C17783,59,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Female,20,India,258000,Bengaluru
C17784,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,43,India,323000,Kolkata
C17785,56,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,64000,Pune
C17786,34,Private,11th,7,Married-civ-spouse,Transport-moving,Male,40,India,327000,Vizag
C17787,61,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Male,40,India,263000,Lucknow
C17788,36,Private,HS-grad,9,Married-civ-spouse,Sales,Male,40,India,273000,Pune
C17789,61,Private,HS-grad,9,Never-married,Sales,Female,40,India,95000,Kolkata
C17790,25,Self-emp-inc,HS-grad,9,Divorced,Sales,Male,40,India,395000,Kolkata
C17791,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,40,India,439000,Delhi
C17792,56,State-gov,HS-grad,9,Divorced,Adm-clerical,Female,40,India,405000,Kolkata
C17793,30,State-gov,Bachelors,13,Divorced,Tech-support,Female,40,India,204000,Ahmedabad
C17794,53,Local-gov,11th,7,Married-civ-spouse,Other-service,Male,41,India,451000,Mumbai
C17795,49,Private,7th-8th,4,Divorced,Other-service,Female,40,India,383000,Ranchi
C17796,33,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Male,99,India,245000,Kolkata
C17797,27,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,80,India,133000,Patna
C17798,48,Private,Some-college,10,Never-married,Exec-managerial,Female,40,India,406000,Lucknow
C17799,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,209000,Patna
C17800,27,Private,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Male,50,India,83000,Pune
C17801,61,Private,10th,6,Never-married,Other-service,Female,38,India,269000,Ranchi
C17802,36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Male,40,India,194000,Vizag
C17803,42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Female,25,India,424000,Ahmedabad
C17804,20,Private,10th,6,Never-married,Craft-repair,Male,40,India,77000,Mumbai
C17805,22,Private,9th,5,Never-married,Sales,Female,32,India,429000,Patna
C17806,34,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Female,48,India,366000,Ranchi
C17807,45,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,40,India,416000,Ranchi
C17808,26,Private,Masters,14,Never-married,Prof-specialty,Female,40,India,170000,Bengaluru
C17809,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,40,India,493000,Patna
C17810,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,423000,Ahmedabad
C17811,40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Female,55,India,170000,Raipur
C17812,30,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,40,India,398000,Mumbai
C17813,27,Private,Prof-school,15,Never-married,Prof-specialty,Male,40,India,181000,Lucknow
C17814,24,Private,HS-grad,9,Never-married,Farming-fishing,Male,25,India,356000,Ahmedabad
C17815,46,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,45,India,272000,Raipur
C17816,21,Private,Some-college,10,Never-married,Prof-specialty,Male,35,India,191000,Lucknow
C17817,42,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Male,45,India,128000,Mumbai
C17818,29,Local-gov,Some-college,10,Divorced,Other-service,Female,24,India,222000,Vizag
C17819,28,Private,Assoc-voc,11,Never-married,Other-service,Female,48,India,301000,Pune
C17820,44,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Male,54,India,498000,Delhi
C17821,39,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Male,50,India,431000,Pune
C17822,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Female,40,India,328000,Ranchi
C17823,49,Private,10th,6,Divorced,Exec-managerial,Female,40,India,382000,Delhi
C17824,37,Private,HS-grad,9,Never-married,Craft-repair,Female,45,India,232000,Mumbai
C17825,65,Private,HS-grad,9,Never-married,Adm-clerical,Female,40,India,129000,Patna
C17826,35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,40,Haiti,233000,Bengaluru
C17827,23,Private,Some-college,10,Never-married,Farming-fishing,Male,35,India,262000,Ranchi
C17828,48,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,388000,Bengaluru
C17829,19,Private,11th,7,Never-married,Prof-specialty,Male,25,India,454000,Raipur
C17830,65,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,45,India,174000,Vizag
C17831,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,20,India,97000,Ahmedabad
C17832,53,Private,9th,5,Married-civ-spouse,Transport-moving,Male,40,India,125000,Pune
C17833,27,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,40,India,326000,Bengaluru
C17834,46,Private,1st-4th,2,Divorced,Craft-repair,Male,40,Mexico,104000,Bengaluru
C17835,49,Private,Some-college,10,Married-civ-spouse,Other-service,Male,35,India,206000,Ahmedabad
C17836,27,State-gov,Bachelors,13,Never-married,Prof-specialty,Male,40,India,220000,Bengaluru
C17837,25,State-gov,Bachelors,13,Never-married,Tech-support,Male,40,India,196000,Mumbai
C17838,49,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Male,40,India,318000,Lucknow
C17839,78,Private,Some-college,10,Widowed,Prof-specialty,Male,5,India,196000,Ahmedabad
C17840,34,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,40,India,172000,Kolkata
C17841,72,Private,Masters,14,Married-civ-spouse,Other-service,Male,12,India,290000,Lucknow
C17842,55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,50,India,243000,Mumbai
C17843,21,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Female,40,India,493000,Bengaluru
C17844,41,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Male,40,India,361000,Mumbai
C17845,30,Private,HS-grad,9,Separated,Other-service,Male,40,India,122000,Pune
C17846,25,Private,HS-grad,9,Never-married,Prof-specialty,Male,40,India,211000,Delhi
C17847,32,Private,HS-grad,9,Separated,Craft-repair,Male,53,India,330000,Lucknow
C17848,55,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Male,40,Poland,64000,Vizag
C17849,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,60,India,217000,Lucknow
C17850,43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,50,India,385000,Kolkata
C17851,51,Private,Some-college,10,Widowed,Other-service,Female,40,India,372000,Vizag
C17852,53,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,40,India,234000,Ahmedabad
C17853,18,Private,HS-grad,9,Never-married,Prof-specialty,Female,15,India,69000,Kolkata
C17854,19,Private,HS-grad,9,Never-married,Other-service,Male,35,India,329000,Delhi
C17855,43,Private,Bachelors,13,Divorced,Prof-specialty,Female,43,India,69000,Patna
C17856,48,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,45,India,252000,Delhi
C17857,23,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,138000,Patna
C17858,53,Private,Some-college,10,Married-civ-spouse,Sales,Male,45,India,214000,Mumbai
C17859,22,Private,Some-college,10,Never-married,Exec-managerial,Male,30,India,367000,Vizag
C17860,34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,45,India,239000,Bengaluru
C17861,36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,40,India,167000,Raipur
C17862,27,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Male,40,El-Salvador,452000,Bengaluru
C17863,76,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,13,India,440000,Lucknow
C17864,35,Private,Some-college,10,Divorced,Adm-clerical,Female,40,India,420000,Mumbai
C17865,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,72,India,327000,Pune
C17866,18,Self-emp-inc,11th,7,Never-married,Farming-fishing,Male,50,India,276000,Raipur
C17867,68,Private,HS-grad,9,Never-married,Other-service,Male,15,India,89000,Vizag
C17868,22,State-gov,Bachelors,13,Never-married,Prof-specialty,Male,15,India,289000,Ranchi
C17869,37,Private,7th-8th,4,Divorced,Sales,Female,44,India,478000,Delhi
C17870,23,Private,Bachelors,13,Never-married,Sales,Male,55,India,296000,Kolkata
C17871,41,Private,HS-grad,9,Divorced,Exec-managerial,Female,40,India,129000,Ranchi
C17872,18,Private,11th,7,Never-married,Handlers-cleaners,Male,20,India,182000,Bengaluru
C17873,36,Private,HS-grad,9,Divorced,Craft-repair,Male,40,India,410000,Raipur
C17874,44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,40,India,201000,Pune
C17875,26,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,489000,Kolkata
C17876,36,Private,HS-grad,9,Divorced,Machine-op-inspct,Female,32,India,303000,Ranchi
C17877,49,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,40,India,390000,Mumbai
C17878,72,Private,HS-grad,9,Widowed,Other-service,Female,28,India,116000,Bengaluru
C17879,22,Private,Assoc-acdm,12,Never-married,Other-service,Female,12,India,152000,Vizag
C17880,22,Private,HS-grad,9,Never-married,Sales,Male,55,India,223000,Ahmedabad
C17881,23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Female,40,India,410000,Raipur
C17882,47,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,40,India,147000,Ahmedabad
C17883,46,Private,5th-6th,3,Married-civ-spouse,Other-service,Male,40,India,172000,Vizag
C17884,25,Private,Bachelors,13,Never-married,Adm-clerical,Female,40,India,463000,Bengaluru
C17885,42,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,164000,Vizag
C17886,45,Self-emp-not-inc,9th,5,Married-civ-spouse,Transport-moving,Male,40,India,488000,Kolkata
C17887,28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,55,India,129000,Patna
C17888,63,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,35,India,281000,Kolkata
C17889,21,Private,7th-8th,4,Never-married,Farming-fishing,Male,36,India,417000,Kolkata
C17890,46,Private,HS-grad,9,Divorced,Protective-serv,Male,40,Cuba,130000,Patna
C17891,21,Private,Assoc-voc,11,Never-married,Craft-repair,Male,40,India,369000,Bengaluru
C17892,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,70,India,290000,Lucknow
C17893,17,Private,11th,7,Never-married,Sales,Female,20,India,155000,Lucknow
C17894,47,Private,Bachelors,13,Divorced,Exec-managerial,Male,50,India,123000,Ranchi
C17895,51,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,272000,Raipur
C17896,64,Local-gov,Masters,14,Widowed,Prof-specialty,Female,40,India,120000,Ahmedabad
C17897,30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,40,India,109000,Ranchi
C17898,27,Private,HS-grad,9,Never-married,Adm-clerical,Female,20,India,246000,Ahmedabad
C17899,21,Private,HS-grad,9,Never-married,Adm-clerical,Male,40,India,320000,Ranchi
C17900,50,Private,HS-grad,9,Divorced,Adm-clerical,Female,45,India,339000,Raipur
C17901,43,Local-gov,Some-college,10,Divorced,Adm-clerical,Female,20,India,71000,Bengaluru
C17902,39,Private,Bachelors,13,Never-married,Handlers-cleaners,Male,40,India,435000,Mumbai
C17903,20,Private,Some-college,10,Never-married,Machine-op-inspct,Male,30,India,314000,Raipur
C17904,42,Private,HS-grad,9,Married-civ-spouse,Other-service,Female,24,India,64000,Raipur
C17905,25,Private,Some-college,10,Never-married,Craft-repair,Male,30,India,421000,Raipur
C17906,48,Private,Some-college,10,Divorced,Craft-repair,Male,40,India,250000,Bengaluru
C17907,17,Private,10th,6,Never-married,Farming-fishing,Male,5,India,301000,Pune
C17908,26,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Male,60,India,116000,Lucknow
C17909,58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,46,India,188000,Pune
C17910,34,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Female,40,Portugal,110000,Pune
C17911,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,40,India,262000,Raipur
C17912,19,Private,Some-college,10,Never-married,Tech-support,Male,20,India,500000,Bengaluru
C17913,27,Private,Bachelors,13,Never-married,Prof-specialty,Male,40,India,285000,Kolkata
C17914,41,Private,Bachelors,13,Divorced,Handlers-cleaners,Male,40,India,169000,Kolkata
C17915,17,Local-gov,11th,7,Never-married,Adm-clerical,Female,30,India,292000,Lucknow
C17916,24,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,40,Guatemala,135000,Lucknow
C17917,39,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,55,India,498000,Raipur
C17919,72,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Male,40,India,485000,Ahmedabad
C17920,52,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,40,India,304000,Patna
C17921,30,Private,Assoc-acdm,12,Never-married,Prof-specialty,Female,53,India,495000,Delhi
C17922,22,Private,Some-college,10,Never-married,Sales,Male,35,India,244000,Vizag
C17923,27,Private,Some-college,10,Never-married,Craft-repair,Male,45,Ecuador,337000,Bengaluru
C17924,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,229000,Raipur
C17925,45,Private,Assoc-acdm,12,Never-married,Farming-fishing,Male,40,India,290000,Raipur
C17926,59,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,60,India,238000,Mumbai
C17927,23,Private,Some-college,10,Never-married,Craft-repair,Male,40,India,442000,Vizag
C17928,55,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Female,42,India,404000,Delhi
C17929,51,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,35,India,311000,Raipur
C17930,54,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,43,India,216000,Pune
C17931,44,Private,Some-college,10,Never-married,Prof-specialty,Male,45,India,359000,Lucknow
C17933,41,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Male,45,India,268000,Ranchi
C17934,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,42,India,262000,Kolkata
C17935,54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,60,India,279000,Raipur
C17937,38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,149000,Mumbai
C17938,38,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,21,India,313000,Bengaluru
C17939,41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,50,India,128000,Ranchi
C17940,34,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,50,India,232000,Delhi
C17941,59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,78000,Pune
C17942,33,Private,Assoc-voc,11,Never-married,Exec-managerial,Female,40,India,197000,Bengaluru
C17943,69,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,35,India,204000,Mumbai
C17944,25,Private,HS-grad,9,Never-married,Other-service,Female,40,India,102000,Lucknow
C17945,30,Private,Preschool,1,Never-married,Other-service,Male,28,El-Salvador,87000,Delhi
C17946,41,Local-gov,HS-grad,9,Separated,Other-service,Female,40,India,490000,Kolkata
C17947,49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,60,Cuba,182000,Ranchi
C17948,22,Local-gov,HS-grad,9,Divorced,Machine-op-inspct,Male,48,India,478000,Kolkata
C17950,39,Private,Some-college,10,Divorced,Exec-managerial,Female,15,India,480000,Ranchi
C17951,56,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Male,40,India,72000,Pune
C17952,37,Private,HS-grad,9,Divorced,Adm-clerical,Female,40,India,121000,Ranchi
C17953,18,Local-gov,Some-college,10,Never-married,Other-service,Male,15,India,177000,Lucknow
C17954,29,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Male,40,Mexico,174000,Mumbai
C17955,41,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,40,India,119000,Bengaluru
C17956,43,Local-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Female,40,India,64000,Ahmedabad
C17957,34,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,40,India,76000,Delhi
C17958,29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,50,India,236000,Ranchi
C17959,43,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Male,50,India,308000,Kolkata
C17960,49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,414000,Delhi
C17962,31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,25,India,255000,Raipur
C17963,35,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Female,50,India,222000,Patna
C17964,36,Private,HS-grad,9,Separated,Craft-repair,Male,40,India,194000,Pune
C17965,67,Private,Masters,14,Divorced,Adm-clerical,Male,41,India,171000,Lucknow
C17966,36,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Male,40,India,422000,Mumbai
C17967,26,Private,HS-grad,9,Never-married,Adm-clerical,Female,40,India,451000,Lucknow
C17968,51,Local-gov,Assoc-acdm,12,Divorced,Adm-clerical,Female,40,India,150000,Pune
C17969,45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,30,India,142000,Mumbai
C17970,37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,424000,Pune
C17971,49,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Male,9,India,413000,Vizag
C17972,29,Private,Bachelors,13,Never-married,Exec-managerial,Female,40,India,404000,Mumbai
C17973,56,Private,HS-grad,9,Divorced,Other-service,Female,40,India,115000,Ranchi
C17974,42,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,40,India,494000,Delhi
C17975,47,Private,Masters,14,Married-civ-spouse,Adm-clerical,Male,40,Haiti,268000,Lucknow
C17976,35,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,40,India,172000,Mumbai
C17977,33,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Male,40,India,276000,Patna
C17978,26,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Male,40,India,310000,Patna
C17979,19,Private,Some-college,10,Never-married,Handlers-cleaners,Male,35,India,237000,Pune
C17980,61,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Male,40,India,417000,Raipur
C17981,31,Private,11th,7,Never-married,Exec-managerial,Male,40,India,145000,Kolkata
C17982,66,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,24,India,305000,Lucknow
C17983,21,Private,Some-college,10,Never-married,Adm-clerical,Female,40,India,198000,Pune
C17984,19,Private,Preschool,1,Never-married,Farming-fishing,Male,50,Mexico,305000,Patna
C17985,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,55,India,158000,Lucknow
C17986,43,Private,HS-grad,9,Widowed,Prof-specialty,Male,40,India,441000,Lucknow
C17988,29,Private,HS-grad,9,Never-married,Craft-repair,Male,35,India,495000,Delhi
C17989,28,Private,Assoc-voc,11,Divorced,Craft-repair,Male,60,India,104000,Patna
C17990,24,Private,Some-college,10,Never-married,Handlers-cleaners,Male,45,India,104000,Patna
C17991,24,Private,Some-college,10,Never-married,Sales,Female,12,India,440000,Raipur
C17992,46,Local-gov,Assoc-acdm,12,Divorced,Protective-serv,Male,40,India,253000,Kolkata
C17993,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,45,India,201000,Lucknow
C17994,24,Private,Masters,14,Never-married,Prof-specialty,Male,60,India,260000,Bengaluru
C17995,36,State-gov,Bachelors,13,Divorced,Prof-specialty,Female,40,India,463000,Delhi
C17996,22,Private,Some-college,10,Never-married,Adm-clerical,Male,55,India,307000,Delhi
C17997,46,Private,Some-college,10,Divorced,Prof-specialty,Male,40,India,180000,Pune
C17998,68,Local-gov,HS-grad,9,Widowed,Adm-clerical,Female,33,India,359000,Delhi
C17999,33,Private,HS-grad,9,Never-married,Sales,Female,45,India,194000,Ahmedabad
C18000,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,42,India,393000,Ranchi
C18001,46,State-gov,HS-grad,9,Divorced,Adm-clerical,Female,38,India,359000,Ranchi
C18002,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,50,India,304000,Bengaluru
C18003,50,Private,Bachelors,13,Married-spouse-absent,Sales,Female,20,Germany,471000,Pune
C18004,69,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,20,India,90000,Kolkata
C18005,63,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,40,India,430000,Patna
C18006,33,Private,Assoc-voc,11,Divorced,Tech-support,Female,40,India,108000,Delhi
C18007,22,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,40,India,184000,Kolkata
C18008,39,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Male,40,India,179000,Patna
C18009,39,Private,Some-college,10,Divorced,Machine-op-inspct,Female,25,India,179000,Kolkata
C18010,29,Self-emp-not-inc,Some-college,10,Separated,Adm-clerical,Female,50,India,341000,Ranchi
C18011,65,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,20,Cuba,307000,Mumbai
C18012,23,Private,5th-6th,3,Never-married,Farming-fishing,Male,35,Mexico,471000,Bengaluru
C18013,25,Private,9th,5,Never-married,Adm-clerical,Female,40,Mexico,284000,Raipur
C18014,61,Private,11th,7,Married-civ-spouse,Transport-moving,Male,27,India,445000,Patna
C18015,50,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,50,India,104000,Lucknow
C18016,61,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,50,India,439000,Pune
C18017,54,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Male,70,India,229000,Vizag
C18018,41,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,50,India,252000,Lucknow
C18019,38,Private,Some-college,10,Never-married,Adm-clerical,Female,40,India,437000,Ahmedabad
C18020,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,60,India,132000,Delhi
C18021,24,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Male,45,India,111000,Lucknow
C18022,23,Private,HS-grad,9,Never-married,Craft-repair,Male,40,India,191000,Mumbai
C18023,67,Private,7th-8th,4,Divorced,Prof-specialty,Male,40,India,426000,Bengaluru
C18024,49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Female,40,Canada,367000,Raipur
C18025,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,371000,Vizag
C18026,36,Private,HS-grad,9,Divorced,Tech-support,Female,40,India,143000,Delhi
C18027,49,Local-gov,HS-grad,9,Separated,Other-service,Male,40,India,129000,Vizag
C18028,43,Private,12th,8,Married-spouse-absent,Sales,Female,25,India,394000,Ahmedabad
C18029,34,Private,Some-college,10,Separated,Tech-support,Female,40,India,280000,Ranchi
C18031,38,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,40,India,320000,Ahmedabad
C18032,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,45,India,62000,Ranchi
C18033,28,Private,Some-college,10,Never-married,Sales,Male,40,India,163000,Ranchi
C18034,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,353000,Vizag
C18035,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,160000,Raipur
C18036,46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,40,India,248000,Ranchi
C18037,51,Private,HS-grad,9,Divorced,Sales,Female,45,India,175000,Pune
C18038,26,Local-gov,Masters,14,Never-married,Prof-specialty,Female,40,India,427000,Bengaluru
C18039,27,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,75000,Raipur
C18040,26,Private,Masters,14,Never-married,Exec-managerial,Male,48,India,401000,Kolkata
C18041,59,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,50,India,347000,Kolkata
C18042,38,Private,HS-grad,9,Divorced,Exec-managerial,Female,40,India,236000,Lucknow
C18043,64,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,40,India,461000,Pune
C18044,35,Private,Some-college,10,Separated,Prof-specialty,Female,45,India,167000,Ahmedabad
C18045,27,Federal-gov,Some-college,10,Never-married,Machine-op-inspct,Male,40,India,310000,Raipur
